7
5,5
9.196923083410104
0,0,-33.0241832370263
0,1,-0.5848273226501597
0,2,-2.0014686206616243e-09
0,3,0.19039035957409287
0,4,-7.004789422780159e-10
0,5,0.2551423386781072
0,6,-1.0225333131775469e-08
1,0,-0.5848273226501631
1,1,-7.909216228869244
1,2,3.914802299695193e-09
1,3,0.18918048133585524
1,4,-1.046411623158175e-09
1,5,1.2079115011576764
1,6,1.2097090607436575e-08
2,0,-2.0014686293366194e-09
2,1,3.9148019775615715e-09
2,2,-6.841275588415873
2,3,1.1196807949799303e-08
2,4,1.9326386996253672e-10
2,5,-4.778678871937922e-08
2,6,1.4493406595921
3,0,0.19039035957409411
3,1,0.18918048133585533
3,2,1.1196809446664128e-08
3,3,-6.9766023024694155
3,4,-4.292778876170127e-10
3,5,0.6628922094736214
3,6,4.139710118612669e-08
4,0,-7.004789422780176e-10
4,1,-1.0464116231581775e-09
4,2,1.932638699625363e-10
4,3,-4.292778876170128e-10
4,4,-7.139264122462792
4,5,-3.558995710192586e-09
4,6,4.712545783502507e-09
5,0,0.25514233867811026
5,1,1.2079115011576786
5,2,-4.778678954835265e-08
5,3,0.6628922094736222
5,4,-3.558995710192585e-09
5,5,-4.027102691787603
5,6,4.161040197355474e-09
6,0,-1.022533313486523e-08
6,1,1.2097089862341049e-08
6,2,1.4493406595920995
6,3,4.1397100902468146e-08
6,4,4.71254578350251e-09
6,5,4.161040698244575e-09
6,6,-4.408278894322428
0,0,0,0,4.7263692995820294
0,0,0,1,0.4280963673605447
0,0,0,2,1.0381936099643935e-09
0,0,0,3,-0.13725387270792588
0,0,0,4,6.99579994826511e-10
0,0,0,5,-0.20736155583482202
0,0,0,6,1.0032604137096914e-08
0,0,1,0,0.4280963673605444
0,0,1,1,0.07707651103318863
0,0,1,2,-8.510846951987125e-11
0,0,1,3,-0.01672351181589988
0,0,1,4,1.4803915747178162e-10
0,0,1,5,-0.04311331529443185
0,0,1,6,1.7342882998509827e-09
0,0,2,0,1.0381936099643955e-09
0,0,2,1,-8.510846951987127e-11
0,0,2,2,0.03374371937391921
0,0,2,3,-3.416833275734231e-10
0,0,2,4,-1.9970996069436883e-12
0,0,2,5,1.6203688325655474e-09
0,0,2,6,-0.0322072173369739
0,0,3,0,-0.1372538727079258
0,0,3,1,-0.016723511815899893
0,0,3,2,-3.4168332757342256e-10
0,0,3,3,0.04729354596320646
0,0,3,4,-2.9721437044707404e-11
0,0,3,5,-0.010169094785489616
0,0,3,6,-1.7721136570398942e-09
0,0,4,0,6.995799948265114e-10
0,0,4,1,1.4803915747178178e-10
0,0,4,2,-1.9970996069436887e-12
0,0,4,3,-2.9721437044707346e-11
0,0,4,4,0.04904519187383009
0,0,4,5,1.0289075549676711e-10
0,0,4,6,-1.264925606318867e-10
0,0,5,0,-0.20736155583482196
0,0,5,1,-0.043113315294431846
0,0,5,2,1.6203688325655478e-09
0,0,5,3,-0.010169094785489632
0,0,5,4,1.0289075549676702e-10
0,0,5,5,0.03922747620457988
0,0,5,6,-6.17696121049581e-10
0,0,6,0,1.0032604137096919e-08
0,0,6,1,1.7342882998509827e-09
0,0,6,2,-0.032207217336973924
0,0,6,3,-1.7721136570398946e-09
0,0,6,4,-1.2649256063188686e-10
0,0,6,5,-6.176961210495814e-10
0,0,6,6,0.03998202514208756
0,1,0,0,0.4280963673605444
0,1,0,1,1.0500241637416152
0,1,0,2,-4.694909000920938e-10
0,1,0,3,-0.0760344129174369
0,1,0,4,3.525990505633036e-10
0,1,0,5,-0.2635675781131569
0,1,0,6,4.70182245911965e-10
0,1,1,0,0.057529544798868355
0,1,1,1,0.014737684075715457
0,1,1,2,1.1657017313679311e-10
0,1,1,3,-0.008322887288358633
0,1,1,4,4.05008732106329e-11
0,1,1,5,-0.005723355435369279
0,1,1,6,5.677583832909945e-10
0,1,2,0,-8.231727266373373e-11
0,1,2,1,2.832931611381937e-10
0,1,2,2,-0.02408218312162346
0,1,2,3,-2.3551095794540102e-11
0,1,2,4,4.528737613047284e-12
0,1,2,5,-4.131271022244131e-10
0,1,2,6,0.013729052241849931
0,1,3,0,-0.01470457357777417
0,1,3,1,-0.016053476075761852
0,1,3,2,1.5152235126487882e-10
0,1,3,3,-0.022799007159805637
0,1,3,4,-1.3942877598296352e-11
0,1,3,5,0.014143736500149301
0,1,3,6,3.1963996225792015e-10
0,1,4,0,1.4661721685988315e-10
0,1,4,1,2.1550145904223047e-11
0,1,4,2,7.274025114134827e-12
0,1,4,3,-1.4147696566040277e-11
0,1,4,4,-0.029353743879961376
0,1,4,5,-9.67754098939542e-12
0,1,4,6,2.5776263245132404e-11
0,1,5,0,-0.03390940881310197
0,1,5,1,-0.0023323362463880232
0,1,5,2,-9.23398605689936e-10
0,1,5,3,0.014428089015548906
0,1,5,4,-2.4450924718727218e-11
0,1,5,5,-0.0033450774169186902
0,1,5,6,1.0764934153220533e-10
0,1,6,0,2.0247599628147606e-09
0,1,6,1,4.4969307246299717e-10
0,1,6,2,0.02020753805346257
0,1,6,3,6.549656756730655e-10
0,1,6,4,-1.461240579178639e-11
0,1,6,5,2.494546975773767e-10
0,1,6,6,-0.015795621047086587
0,2,0,0,1.0381934899325136e-09
0,2,0,1,-4.694900451669702e-10
0,2,0,2,0.9035490489054491
0,2,0,3,-3.1111125424314537e-09
0,2,0,4,-4.450947978923852e-11
0,2,0,5,1.1070400344835875e-08
0,2,0,6,-0.31155489178647133
0,2,1,0,-8.231727130244706e-11
0,2,1,1,1.1789900677237337e-10
0,2,1,2,0.00662399023817591
0,2,1,3,-1.369895904944735e-10
0,2,1,4,-6.967501282331233e-13
0,2,1,5,3.2495196315238386e-10
0,2,1,6,-0.005556318094780534
0,2,2,0,0.0174760772787635
0,2,2,1,-0.02463291516804243
0,2,2,2,-2.228292181553402e-13
0,2,2,3,0.0037369672470587345
0,2,2,4,-4.71424122397087e-12
0,2,2,5,0.005049723930819167
